0.5,1,1,0,0,0,0,0
0.4875,1,1,0,0,0,0,0
0.475,1,1,0,0,0,0,0
0.4625,1,1,0,0,0,0,0
0.45,1,1,0,0,0,0,0
0.4375,1,1,0,0,0,0,0
0.425,1,1,0,0,0,0,0
0.4125,1,1,0,0,0,0,1
0.4,1,1,0,0,0,0,1
0.3875,1,1,0,0,0,0,1
0.375,1,1,0,0,0,0,1
0.3625,1,1,0,0,0,0,0.97273
0.35,1,1,0,0,0,0,0.85644
0.3375,1,1,0,0,0,0,0.64878
0.325,1,1,0,0,0,0,0.36944
0.3125,1,1,0,0,0,0,0.15529
0.3,1,1,0,0,0,0,0.032513
0.2875,1,1,0,0,0,0,0
0.275,1,1,0,0,0,0,0
0.2625,1,1,0,0,0,0,0
0.25,1,1,0,0,0,0,0
0.2375,1,1,0,0,0,0,0
0.225,1,1,0,0,0,0,0
0.2125,1,1,0,0,0,0,0
0.2,1,1,0,0,0,0,0
