0.04,1,1,0,0,0,0,0.82553
0.039583,1,1,0,0,0,0,0.82553
0.039167,1,1,0,0,0,0,0.82553
0.03875,1,1,0,0,0,0,0.82553
0.038333,1,1,0,0,0,0,0.82553
0.037917,1,1,0,0,0,0,0.82553
0.0375,1,1,0,0,0,0,0.82553
0.037083,1,1,0,0,0,0,0.82553
0.036667,1,1,0,0,0,0,0.82553
0.03625,1,1,0,0,0,0,0.82553
0.035833,1,1,0,0,0,0,0.82553
0.035417,1,1,0,0,0,0,0.82553
0.035,1,1,0,0,0,0,0.82553
0.034583,1,1,0,0,0,0,0.82553
0.034167,1,1,0,0,0,0,0.82553
0.03375,1,1,0,0,0,0,0.82553
0.033333,1,1,0,0,0,0,0.82553
0.032917,1,1,0,0,0,0,0.82553
0.0325,1,1,0,0,0,0,0.82553
0.032083,1,1,0,0,0,0,0.82553
0.031667,1,1,0,0,0,0,0.82553
0.03125,1,1,0,0,0,0,0.82553
0.030833,1,1,0,0,0,0,0.82553
0.030417,1,1,0,0,0,0,0.82553
0.03,1,1,0,0,0,0,0.82553
