0.6,1,1,0,0,0,0,0
0.59167,1,1,0,0,0,0,0
0.58333,1,1,0,0,0,0,0
0.575,1,1,0,0,0,0,0
0.56667,1,1,0,0,0,0,0
0.55833,1,1,0,0,0,0,0
0.55,1,1,0,0,0,0,0
0.54167,1,1,0,0,0,0,0
0.53333,1,1,0,0,0,0,0
0.525,1,1,0,0,0,0,0
0.51667,1,1,0,0,0,0,0
0.50833,1,1,0,0,0,0,0
0.5,1,1,0,0,0,0,0
0.49167,1,1,0,0,0,0,0
0.48333,1,1,0,0,0,0,0
0.475,1,1,0,0,0,0,0
0.46667,1,1,0,0,0,0,0
0.45833,1,1,0,0,0,0,0
0.45,1,1,0,0,0,0,0
0.44167,1,1,0,0,0,0,0
0.43333,1,1,0,0,0,0,0
0.425,1,1,0,0,0,0,0
0.41667,1,1,0,0,0,0,0
0.40833,1,1,0,0,0,0,1
0.4,1,1,0,0,0,0,1
