0.03,1,1,0,0,0,0,0.82553
0.029167,1,1,0,0,0,0,0.82553
0.028333,1,1,0,0,0,0,0.82553
0.0275,1,1,0,0,0,0,0.82553
0.026667,1,1,0,0,0,0,0.82553
0.025833,1,1,0,0,0,0,0.82553
0.025,1,1,0,0,0,0,0.82553
0.024167,1,1,0,0,0,0,0.82553
0.023333,1,1,0,0,0,0,0.82553
0.0225,1,1,0,0,0,0,0.82553
0.021667,1,1,0,0,0,0,0.82553
0.020833,1,1,0,0,0,0,0.82553
0.02,1,1,0,0,0,0,0.82553
0.019167,1,1,0,0,0,0,0.82553
0.018333,1,1,0,0,0,0,0.82553
0.0175,1,1,0,0,0,0,0.82553
0.016667,1,1,0,0,0,0,0.82553
0.015833,1,1,0,0,0,0,0.82553
0.015,1,1,0,0,0,0,0.82553
0.014167,1,1,0,0,0,0,0.82553
0.013333,1,1,0,0,0,0,0.82553
0.0125,1,1,0,0,0,0,0.82553
0.011667,1,1,0,0,0,0,0.82553
0.010833,1,1,0,0,0,0,0.82553
0.01,1,1,0,0,0,0,0.82553
