0.45,1,1,0,0,0,0,0
0.43958,1,1,0,0,0,0,0
0.42917,1,1,0,0,0,0,0
0.41875,1,1,0,0,0,0,0
0.40833,1,1,0,0,0,0,1
0.39792,1,1,0,0,0,0,1
0.3875,1,1,0,0,0,0,1
0.37708,1,1,0,0,0,0,1
0.36667,1,1,0,0,0,0,0.99119
0.35625,1,1,0,0,0,0,0.92601
0.34583,1,1,0,0,0,0,0.79737
0.33542,1,1,0,0,0,0,0.60528
0.325,1,1,0,0,0,0,0.36944
0.31458,1,1,0,0,0,0,0.18464
0.30417,1,1,0,0,0,0,0.063285
0.29375,1,1,0,0,0,0,0.0053931
0.28333,1,1,0,0,0,0,0
0.27292,1,1,0,0,0,0,0
0.2625,1,1,0,0,0,0,0
0.25208,1,1,0,0,0,0,0
0.24167,1,1,0,0,0,0,0
0.23125,1,1,0,0,0,0,0
0.22083,1,1,0,0,0,0,0
0.21042,1,1,0,0,0,0,0
0.2,1,1,0,0,0,0,0
